"","ensgene","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","description"
"19","ENSG00000145012",8101.55437747037,-2.80580163222275,0.228973998209045,6.1075372446496e-35,1.11160392345909e-31,"LPP","LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]"
"20","ENSG00000229619",325.115205269576,-4.01553020857459,0.326394472856174,6.86132134085617e-35,1.18635676644074e-31,"MBNL1-AS1","MBNL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44584]"
"21","ENSG00000185437",217.489240505492,-2.93473616850041,0.240634126515404,1.32398693088112e-34,2.18022819318095e-31,"SH3BGR","SH3 domain binding glutamate rich protein [Source:HGNC Symbol;Acc:HGNC:10822]"
"22","ENSG00000165410",1238.94220928927,-3.27351719269477,0.26869814573436,1.92026552232297e-34,3.01839554670231e-31,"CFL2","cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]"
"23","ENSG00000144655",2351.74184788105,-2.76346818819911,0.227382616136902,2.12399999700196e-34,3.19348016940542e-31,"CSRNP1","cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]"
"24","ENSG00000153179",1911.44734555872,-2.38593116183497,0.199397859247985,1.86377682995445e-33,2.68546943986062e-30,"RASSF3","Ras association domain family member 3 [Source:HGNC Symbol;Acc:HGNC:14271]"
"25","ENSG00000162062",478.647386540971,2.04160910918574,0.223998983026596,3.0063359037369e-33,4.15848407548503e-30,"C16orf59","chromosome 16 open reading frame 59 [Source:HGNC Symbol;Acc:HGNC:25849]"
"26","ENSG00000164283",705.032183897062,4.43135189053206,0.386199633279661,1.14504634641884e-32,1.46654991501889e-29,"ESM1","endothelial cell specific molecule 1 [Source:HGNC Symbol;Acc:HGNC:3466]"
"27","ENSG00000186185",1228.94805945978,2.78957527040474,0.240775122385942,1.13446543275335e-32,1.46654991501889e-29,"KIF18B","kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102]"
"28","ENSG00000091436",3135.29747450268,-3.0855324222091,0.261675661468328,2.00461976654829e-32,2.47577700525023e-29,"MAP3K20","mitogen-activated protein kinase kinase kinase 20 [Source:HGNC Symbol;Acc:HGNC:17797]"
"29","ENSG00000116604",2682.58538639759,-1.36085836594088,0.116101827414709,3.48859662983804e-32,4.0278022421228e-29,"MEF2D","myocyte enhancer factor 2D [Source:HGNC Symbol;Acc:HGNC:6997]"
"30","ENSG00000123500",1164.95372990854,6.72157407837567,0.59920221632113,3.49423288116838e-32,4.0278022421228e-29,"COL10A1","collagen type X alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2185]"
"31","ENSG00000111696",686.462216550094,-2.7901076330532,0.238750387089813,5.99867104004006e-32,6.6916142979234e-29,"NT5DC3","5'-nucleotidase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30826]"
"32","ENSG00000140416",13882.4766448103,-3.43558969003976,0.293530399988471,7.31007515464751e-32,7.89967840383955e-29,"TPM1","tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]"
"33","ENSG00000118526",277.00439987242,-4.22843550607411,0.360286552628783,7.56620093117034e-32,7.92869073941823e-29,"TCF21","transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11632]"
"34","ENSG00000198961",3354.02111951258,-1.85707503463813,0.160412551827343,1.13186155747638e-31,1.1512030740909e-28,"PJA2","praja ring finger ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:17481]"
"35","ENSG00000079308",9809.58128095862,-4.28175883877842,0.366238781255172,1.41579828218491e-31,1.39884915417818e-28,"TNS1","tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]"
"36","ENSG00000137076",16104.926631642,-2.0744743257708,0.179147517235168,1.69861969536522e-31,1.58756669420067e-28,"TLN1","talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]"
"37","ENSG00000197321",6276.13999478543,-2.9424501640311,0.253557081383504,1.67116631608326e-31,1.58756669420067e-28,"SVIL","supervillin [Source:HGNC Symbol;Acc:HGNC:11480]"
"38","ENSG00000068976",204.744230960451,-4.66171757196928,0.399947433950578,2.43121238097491e-31,2.21246724596035e-28,"PYGM","glycogen phosphorylase, muscle associated [Source:HGNC Symbol;Acc:HGNC:9726]"
"39","ENSG00000148411",1372.25509876969,-2.51239496824385,0.218773233429754,5.59269690173989e-31,4.95900132202736e-28,"NACC2","NACC family member 2 [Source:HGNC Symbol;Acc:HGNC:23846]"
"40","ENSG00000187239",2466.46416699221,-2.42319822184328,0.21139263171254,6.24964069954773e-31,5.2711908544161e-28,"FNBP1","formin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17069]"
"41","ENSG00000198838",94.4923539334212,-2.97806201271964,0.259181930382905,6.1361143280491e-31,5.2711908544161e-28,"RYR3","ryanodine receptor 3 [Source:HGNC Symbol;Acc:HGNC:10485]"
"42","ENSG00000097007",4114.80323175431,-1.66482274968712,0.145287204443461,6.76886034329659e-31,5.5731895126557e-28,"ABL1","ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]"
"43","ENSG00000118407",416.367654407799,-4.32303307021349,0.374037958722237,7.05990713944478e-31,5.67764299509628e-28,"FILIP1","filamin A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21015]"
"44","ENSG00000160613",1365.49378155299,-1.98611584970395,0.174049665256853,1.32491019485026e-30,1.04128907836629e-27,"PCSK7","proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:HGNC:8748]"
"45","ENSG00000100307",1319.67316641656,-2.4694869593862,0.217372906902807,2.2386073465491e-30,1.69772628391723e-27,"CBX7","chromobox 7 [Source:HGNC Symbol;Acc:HGNC:1557]"
"46","ENSG00000168906",6503.5895744672,-1.69534689919938,0.1492879383905,2.25833287239214e-30,1.69772628391723e-27,"MAT2A","methionine adenosyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:6904]"
"47","ENSG00000183856",2066.07131920866,2.1861852760225,0.243735906273867,3.40480758939933e-30,2.50514151593656e-27,"IQGAP3","IQ motif containing GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:20669]"
"48","ENSG00000197256",4280.96793778078,-2.82124798146577,0.249794270463449,6.41689038988635e-30,4.62296847026374e-27,"KANK2","KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]"
"49","ENSG00000099953",8351.09707944201,5.30780496566514,0.490538814914551,7.39140401501352e-30,5.21637024986087e-27,"MMP11","matrix metallopeptidase 11 [Source:HGNC Symbol;Acc:HGNC:7157]"
"50","ENSG00000261616",53.9123318429371,-4.28332435171901,0.378764003530241,1.00514050680196e-29,6.9517527731437e-27,"AC036108.3",""
"51","ENSG00000154920",282.356114055004,2.52391265517591,0.2306791904156,1.07552857196635e-29,7.29271638179771e-27,"EME1","essential meiotic structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:24965]"
"52","ENSG00000135842",3681.07369058666,-3.75685674262934,0.33318809947027,1.17667897587096e-29,7.82514147396034e-27,"FAM129A","family with sequence similarity 129 member A [Source:HGNC Symbol;Acc:HGNC:16784]"
"53","ENSG00000132326",909.766324203812,-2.19995173262534,0.196308061540375,1.24708156530056e-29,8.13685426597332e-27,"PER2","period circadian clock 2 [Source:HGNC Symbol;Acc:HGNC:8846]"
"54","ENSG00000104936",2765.00522434418,-2.12682094312321,0.191726216132551,4.4076988541668e-29,2.82264137177671e-26,"DMPK","DM1 protein kinase [Source:HGNC Symbol;Acc:HGNC:2933]"
"55","ENSG00000188215",764.103397679593,-1.72736159191646,0.155765746397742,4.54904502981038e-29,2.86019138501587e-26,"DCUN1D3","defective in cullin neddylation 1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28734]"
"56","ENSG00000162407",2625.44498679497,-2.35218740357438,0.212769575891666,7.13998305684874e-29,4.40906703730154e-26,"PLPP3","phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229]"
"57","ENSG00000123485",1136.69613616246,2.45049088610172,0.225378137091466,7.59575238893114e-29,4.52877092002806e-26,"HJURP","Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444]"
"58","ENSG00000135451",1389.5915697759,2.58153153487755,0.238623697076124,7.56672916886804e-29,4.52877092002806e-26,"TROAP","trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327]"
"59","ENSG00000170373",762.625345477265,7.61688954412049,0.640754220649527,1.40219716137779e-28,8.21853898942467e-26,"CST1","cystatin SN [Source:HGNC Symbol;Acc:HGNC:2473]"
"60","ENSG00000163820",2604.94351325706,-2.02504019412661,0.185080785801944,2.05917029663469e-28,1.1868028004654e-25,"FYCO1","FYVE and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14673]"
"61","ENSG00000152484",1400.21677200025,-1.56105851928049,0.142568394563596,2.10635481340068e-28,1.19409599675752e-25,"USP12","ubiquitin specific peptidase 12 [Source:HGNC Symbol;Acc:HGNC:20485]"
"62","ENSG00000196584",396.624601139193,2.32199273066377,0.216377794053456,2.46404619027186e-28,1.37434163396437e-25,"XRCC2","X-ray repair cross complementing 2 [Source:HGNC Symbol;Acc:HGNC:12829]"
"63","ENSG00000068024",670.239428643275,-2.10343246350013,0.193441492543541,4.84622992386921e-28,2.66011868249716e-25,"HDAC4","histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]"
"64","ENSG00000170312",2708.04524770667,2.25621125190403,0.211784967070738,6.31183833799906e-28,3.41046377447415e-25,"CDK1","cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]"
"65","ENSG00000276043",1271.49751166592,2.38154690248956,0.224189931791578,6.72207031813941e-28,3.5762448257166e-25,"UHRF1","ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]"
"66","ENSG00000121577",401.98230901744,-4.06778036209981,0.37294495905056,8.49359121043381e-28,4.45025572193957e-25,"POPDC2","popeye domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17648]"
"67","ENSG00000108924",171.804654091302,-4.65728803995975,0.42614405611799,9.48531244530855e-28,4.89569536822709e-25,"HLF","HLF, PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:4977]"
"68","ENSG00000182253",7147.54518937436,-5.36367340938635,0.490794939203691,1.77950927419477e-27,9.04958973690138e-25,"SYNM","synemin [Source:HGNC Symbol;Acc:HGNC:24466]"
"69","ENSG00000198932",335.900450161749,-3.08535799355136,0.286858163630861,2.54644338702798e-27,1.2762109966205e-24,"GPRASP1","G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:24834]"
"70","ENSG00000132837",26.2835352084599,-2.80287565196268,0.261618333249719,2.95305767855953e-27,1.45885267974667e-24,"DMGDH","dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475]"
"71","ENSG00000087586",1579.03591925241,2.30406668269227,0.219646588672477,3.13302176844297e-27,1.52406142526531e-24,"AURKA","aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]"
"72","ENSG00000197361",171.658387869807,-3.50888004105089,0.326298942072124,3.17319980969615e-27,1.52406142526531e-24,"FBXL22","F-box and leucine rich repeat protein 22 [Source:HGNC Symbol;Acc:HGNC:27537]"
"73","ENSG00000075218",909.46806872123,2.33031614460687,0.222166565510699,3.35506163391779e-27,1.58933405976043e-24,"GTSE1","G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]"
"74","ENSG00000065534",9281.12298619808,-4.21942019204696,0.391734922567059,4.65993073955811e-27,2.16545220988765e-24,"MYLK","myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590]"
"75","ENSG00000150764",694.06182714828,-3.17110082387402,0.296277450073746,4.69647828985783e-27,2.16545220988765e-24,"DIXDC1","DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]"
"76","ENSG00000175063",3945.23348453307,2.56161778693917,0.244633156894354,5.22416624523419e-27,2.3770643806111e-24,"UBE2C","ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937]"
"77","ENSG00000196666",6.12900382985977,-5.04518499753048,0.471390942372879,1.12903693243943e-26,5.0705488520374e-24,"FAM180B","family with sequence similarity 180 member B [Source:HGNC Symbol;Acc:HGNC:34451]"
"78","ENSG00000142945",2208.58798651772,2.31885394611609,0.221313134009693,1.49623679658008e-26,6.63350829006867e-24,"KIF2C","kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]"
"79","ENSG00000120738",13345.4377704211,-3.39043315344874,0.319960978622841,1.66753089323501e-26,7.29935263531136e-24,"EGR1","early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238]"
"80","ENSG00000123570",147.154542484673,-3.58861770319164,0.338520642948769,1.8242945817953e-26,7.88574136663291e-24,"RAB9B","RAB9B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14090]"
"81","ENSG00000166333",482.144497306598,-2.10384051825925,0.20042336547225,2.78898350018556e-26,1.19068936320885e-23,"ILK","integrin linked kinase [Source:HGNC Symbol;Acc:HGNC:6040]"
"82","ENSG00000155858",473.32728917886,-1.75881981984479,0.16773196490302,3.09263490827567e-26,1.30422448491562e-23,"LSM11","LSM11, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:30860]"
"83","ENSG00000263065",15.2386326646306,-5.32686614272449,0.501505450606656,3.7833735287944e-26,1.57629927709927e-23,"AF001548.1",""
"84","ENSG00000112210",654.082650323129,-2.98935443680912,0.28497787850463,4.18890200556833e-26,1.70419317946539e-23,"RAB23","RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14263]"
"85","ENSG00000172403",7907.30061522033,-5.07509770414667,0.478276641619425,4.14039194145699e-26,1.70419317946539e-23,"SYNPO2","synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732]"
"86","ENSG00000160298",581.522141246101,2.41009209035658,0.23565841492743,4.44829457571423e-26,1.7886799386369e-23,"C21orf58","chromosome 21 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:1300]"
"87","ENSG00000106034",476.026175749678,-3.90974580605719,0.371921442798377,5.4195375276224e-26,2.1541727269277e-23,"CPED1","cadherin like and PC-esterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26159]"
"88","ENSG00000129116",9144.99649092892,-3.12626149127907,0.298857063528934,6.13218153122815e-26,2.40973829012955e-23,"PALLD","palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]"
"89","ENSG00000148180",22785.4904965606,-2.41493120671751,0.231731449864041,6.94160965739335e-26,2.69716633216089e-23,"GSN","gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]"
"90","ENSG00000133895",2839.5783999628,1.18153901333625,0.113689333057854,1.04264051373605e-25,4.00617240061181e-23,"MEN1","menin 1 [Source:HGNC Symbol;Acc:HGNC:7010]"
"91","ENSG00000134690",1510.06124527477,2.27334047719402,0.224433138867011,1.38853298310475e-25,5.27657792184014e-23,"CDCA8","cell division cycle associated 8 [Source:HGNC Symbol;Acc:HGNC:14629]"
"92","ENSG00000173757",3026.0326795834,-1.14133882715436,0.110287640507295,1.60402873669852e-25,6.02923018954037e-23,"STAT5B","signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]"
"93","ENSG00000123473",784.596627353803,2.13366730544699,0.210853787337788,1.82284807921502e-25,6.77805477713275e-23,"STIL","STIL, centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:10879]"
"94","ENSG00000122952",2337.43986658171,2.14733879061295,0.212463821998205,2.0138978593771e-25,7.40878743352334e-23,"ZWINT","ZW10 interacting kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13195]"
"95","ENSG00000156113",761.320660592965,-4.06518375045249,0.391181296729075,2.1760993553599e-25,7.92123071660007e-23,"KCNMA1","potassium calcium-activated channel subfamily M alpha 1 [Source:HGNC Symbol;Acc:HGNC:6284]"
"96","ENSG00000123358",6416.37893648126,-3.76596444387893,0.363130185950142,2.24361097063574e-25,8.08190739328692e-23,"NR4A1","nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]"
"97","ENSG00000128016",16690.6768095805,-2.88097505085866,0.279048804281375,2.28547925114195e-25,8.14785133852986e-23,"ZFP36","ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]"
"98","ENSG00000196924",69959.1290454409,-3.18602959641942,0.307838975605394,2.98786379462512e-25,1.05431957022379e-22,"FLNA","filamin A [Source:HGNC Symbol;Acc:HGNC:3754]"
"99","ENSG00000172348",734.26138860591,-3.20830522780499,0.312050752481269,4.18566373914158e-25,1.46206502791167e-22,"RCAN2","regulator of calcineurin 2 [Source:HGNC Symbol;Acc:HGNC:3041]"
"100","ENSG00000187079",3039.41643750799,-2.00032046460463,0.195653249976073,5.00191372130361e-25,1.729711783964e-22,"TEAD1","TEA domain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11714]"
"101","ENSG00000179051",12508.3916372774,1.20496525134242,0.118493654027906,5.95053194659492e-25,2.03737965589306e-22,"RCC2","regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]"
"102","ENSG00000187741",1053.76229517726,2.04701551772752,0.204305621592425,7.78826237950306e-25,2.64045001319211e-22,"FANCA","Fanconi anemia complementation group A [Source:HGNC Symbol;Acc:HGNC:3582]"
"103","ENSG00000198624",2115.02865904021,-2.76438909397671,0.271258466706867,8.63154077720812e-25,2.89793506423917e-22,"CCDC69","coiled-coil domain containing 69 [Source:HGNC Symbol;Acc:HGNC:24487]"
"104","ENSG00000162616",890.733012317422,-2.19840580117391,0.216622519073316,9.45200418847318e-25,3.14288227732299e-22,"DNAJB4","DnaJ heat shock protein family (Hsp40) member B4 [Source:HGNC Symbol;Acc:HGNC:14886]"
"105","ENSG00000060718",1799.84877887241,5.66239179463428,0.586609660199731,9.91277780584839e-25,3.26470256480041e-22,"COL11A1","collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]"
"106","ENSG00000072163",1524.44099281449,-3.38427524224004,0.331474016923107,1.14998598096219e-24,3.75166652902391e-22,"LIMS2","LIM zinc finger domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16084]"
"107","ENSG00000029993",4796.58018457684,1.94557560300423,0.19391851908066,1.24359283166314e-24,4.0191293188545e-22,"HMGB3","high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]"
"108","ENSG00000137124",2926.81377001984,-2.62545142319097,0.258711434936465,1.26739235823331e-24,4.0208894623914e-22,"ALDH1B1","aldehyde dehydrogenase 1 family member B1 [Source:HGNC Symbol;Acc:HGNC:407]"
"109","ENSG00000154734",4139.92512636406,-3.34644461866655,0.328679912946322,1.2602066596985e-24,4.0208894623914e-22,"ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:HGNC Symbol;Acc:HGNC:217]"
"110","ENSG00000181856",247.126613754182,-4.74547974534207,0.462958693270367,1.42546205329469e-24,4.48126393318035e-22,"SLC2A4","solute carrier family 2 member 4 [Source:HGNC Symbol;Acc:HGNC:11009]"
"111","ENSG00000076555",716.174040857461,-2.76851624152241,0.273105562207564,1.49660007993719e-24,4.66251597876648e-22,"ACACB","acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85]"
"112","ENSG00000259291",180.933410265681,-2.44408792432129,0.242378537122513,2.06396486418925e-24,6.37267580076145e-22,"ZNF710-AS1","ZNF710 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53141]"
"113","ENSG00000051341",667.970737187416,2.29184780068269,0.232132400328191,2.08899630979489e-24,6.39288330876257e-22,"POLQ","DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]"
"114","ENSG00000147799",792.831195285701,1.6449826148879,0.165312989857508,2.19566610669899e-24,6.66037979261033e-22,"ARHGAP39","Rho GTPase activating protein 39 [Source:HGNC Symbol;Acc:HGNC:29351]"
"115","ENSG00000147166",84.3209270858593,-2.69000660729787,0.266739229042932,2.30283204247871e-24,6.92471607486578e-22,"ITGB1BP2","integrin subunit beta 1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6154]"
"116","ENSG00000259370",34.2589553171436,-4.67144696693608,0.458693903796828,2.51906612424247e-24,7.50964014158871e-22,"AC103740.1",""
"117","ENSG00000170271",382.832148925147,-2.79128123203452,0.276947000028594,2.73207030427125e-24,8.07501907623966e-22,"FAXDC2","fatty acid hydroxylase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1334]"
"118","ENSG00000115163",541.700799839506,2.55285368476572,0.261058353189977,2.91251468690368e-24,8.53539579557764e-22,"CENPA","centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851]"
"119","ENSG00000053254",2558.52017752342,-1.67839829103781,0.167079144332154,3.08529689335373e-24,8.96576906462734e-22,"FOXN3","forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]"
"120","ENSG00000077943",551.553394368808,-3.36149649423636,0.33313594987508,3.23424526942685e-24,9.32028630517081e-22,"ITGA8","integrin subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:6144]"
"121","ENSG00000250734",3.00130781679324,-4.64450472188117,0.459585159129071,3.66293247440575e-24,1.0468418834498e-21,"AL391335.1",""
"122","ENSG00000150995",1328.76607554137,-2.75845840683995,0.275126174113751,4.59806653231769e-24,1.30332572749244e-21,"ITPR1","inositol 1,4,5-trisphosphate receptor type 1 [Source:HGNC Symbol;Acc:HGNC:6180]"
"123","ENSG00000117600",149.642304326883,-3.54152877535748,0.35207593295187,4.89052943650978e-24,1.37495445889386e-21,"PLPPR4","phospholipid phosphatase related 4 [Source:HGNC Symbol;Acc:HGNC:23496]"
"124","ENSG00000085999",566.9875636023,2.21425127718711,0.227568483537844,7.42491075751292e-24,2.0706519266577e-21,"RAD54L","RAD54 like (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:9826]"
"125","ENSG00000075073",217.007904640039,-4.34855262603182,0.432249783113836,7.77509199515921e-24,2.13389251019524e-21,"TACR2","tachykinin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11527]"
"126","ENSG00000106144",2686.1495262144,1.15775556420381,0.116866108297172,7.74094024257158e-24,2.13389251019524e-21,"CASP2","caspase 2 [Source:HGNC Symbol;Acc:HGNC:1503]"
"127","ENSG00000128849",478.541023568608,-3.24314017109363,0.324749478764718,8.6899130913453e-24,2.36618806780954e-21,"CGNL1","cingulin like 1 [Source:HGNC Symbol;Acc:HGNC:25931]"
"128","ENSG00000059915",782.619984075441,-3.8322269104908,0.382681905852882,9.08914061017346e-24,2.45555915187819e-21,"PSD","pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:HGNC:9507]"
"129","ENSG00000187942",69.0971626047147,-2.36329632125092,0.237935586572468,9.32253537578831e-24,2.49908989015609e-21,"LDLRAD2","low density lipoprotein receptor class A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:32071]"
"130","ENSG00000035403",9506.81096658055,-1.84819258539392,0.18728635329143,9.70527958620019e-24,2.58167902592607e-21,"VCL","vinculin [Source:HGNC Symbol;Acc:HGNC:12665]"
"131","ENSG00000174282",4188.73258778901,-1.29202741435695,0.130033475903351,1.08558739363538e-23,2.86570211139732e-21,"ZBTB4","zinc finger and BTB domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23847]"
"132","ENSG00000168497",872.023524901027,-3.77853049869682,0.378635556931518,1.25273673670016e-23,3.28188553725971e-21,"CAVIN2","caveolae associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10690]"
"133","ENSG00000095637",3790.59722048025,-4.29601446559428,0.428894145095301,1.31823624639807e-23,3.42751335614223e-21,"SORBS1","sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]"
